1500.00,DE,IND,2010
550.00,DE,IND,2011
5300.00,DE,IND,2012
500.00,DE,IND,2014
150.00,DE,IND,2015
300.00,DE,IND,2016
200.00,DE,IND,2017
250.00,DE,LIB,2006
1203.00,DE,LIB,2008
2900.00,DE,LIB,2010
2750.00,DE,LIB,2011
1500.00,DE,LIB,2012
400.00,DE,NNE,2011
250.00,DE,OTH,2009
101840.00,DE,OTH,2012
207400.00,DE,REP,2003
541928.00,DE,REP,2004
391137.00,DE,REP,2005
881957.00,DE,REP,2006
582022.00,DE,REP,2007
719066.00,DE,REP,2008
970929.00,DE,REP,2009
2374608.00,DE,REP,2010
218712.00,DE,REP,2011
699977.00,DE,REP,2012
108295.00,DE,REP,2013
178347.00,DE,REP,2014
366905.00,DE,REP,2015
356251.00,DE,REP,2016
128147.00,DE,REP,2017
250.00,DE,UNK,2004
250.00,DE,UNK,2014
1000.00,DE,UNK,2015
1000.00,DI,DEM,2008
250.00,EG,DEM,2003
4050.00,EN,DEM,2004
4200.00,EN,DEM,2005
500.00,EN,REP,2004
415.00,EN,REP,2015
25.00,EN,REP,2016
20400.00,FF,REP,2007
160.00,FF,REP,2016
500.00,FL,CON,2006
750.00,FL,CON,2010
527.00,FL,CON,2016
10960.00,FL,CST,2008
4302.00,FL,DEM,2000
7141444.00,FL,DEM,2003
8427946.00,FL,DEM,2004
6446436.00,FL,DEM,2005
13756832.00,FL,DEM,2006
19427593.00,FL,DEM,2007
25845683.00,FL,DEM,2008
10662568.00,FL,DEM,2009
35676503.00,FL,DEM,2010
13312429.00,FL,DEM,2011
19580082.00,FL,DEM,2012
7625701.00,FL,DEM,2013
10521424.00,FL,DEM,2014
13977077.00,FL,DEM,2015
20035858.00,FL,DEM,2016
7031990.00,FL,DEM,2017
2000.00,FL,DFL,2004
750.00,FL,DFL,2005
61899.00,FL,DFL,2006
86706.00,FL,DFL,2007
64028.00,FL,DFL,2008
11250.00,FL,DFL,2009
49700.00,FL,DFL,2010
55050.00,FL,DFL,2011
75683.00,FL,DFL,2012
104250.00,FL,DFL,2013
104156.00,FL,DFL,2014
74356.00,FL,DFL,2015
66607.00,FL,DFL,2016
22150.00,FL,DFL,2017
2600.00,FL,GRE,2006
250.00,FL,GRE,2007
450.00,FL,GRE,2008
14600.00,FL,GRE,2012
1250.00,FL,GRE,2014
2815.00,FL,GRE,2016
7450.00,FL,IND,2005
28970.00,FL,IND,2006
2000.00,FL,IND,2008
4000.00,FL,IND,2009
71406.00,FL,IND,2010
39976.00,FL,IND,2011
134141.00,FL,IND,2012
750.00,FL,IND,2013
95490.00,FL,IND,2014
15395.00,FL,IND,2015
72310.00,FL,IND,2016
20649.00,FL,IND,2017
250.00,FL,LIB,2003
24114.00,FL,LIB,2004
7450.00,FL,LIB,2005
10950.00,FL,LIB,2006
14225.00,FL,LIB,2007
48193.00,FL,LIB,2008
198.00,FL,LIB,2009
5800.00,FL,LIB,2010
23555.00,FL,LIB,2011
50700.00,FL,LIB,2012
278.00,FL,LIB,2013
259.00,FL,LIB,2014
2085.00,FL,LIB,2015
15461.00,FL,LIB,2016
3394.00,FL,LPF,2013
7425.00,FL,LPF,2014
300.00,FL,LPF,2015
300.00,FL,N/A,2016
92934.00,FL,NNE,2008
