65028	2014	1	DEM	2008
130056	2014	1	DEM	2012
24550	2014	1	DEM	2020
30	2014	1	REP	2012
1107	2014	1	REP	2016
7797	2014	2	DEM	2008
15594	2014	2	DEM	2012
1054	2014	2	REP	2016
20288	2014	3	DEM	2008
40576	2014	3	DEM	2012
3750	2014	3	DEM	2020
4750	2014	3	REP	2012
738	2014	3	REP	2016
5557	2014	4	DEM	2008
11114	2014	4	DEM	2012
250	2014	4	DEM	2020
350	2014	4	REP	2012
1099	2014	4	REP	2016
7691	2014	5	DEM	2008
15382	2014	5	DEM	2012
6250	2014	5	DEM	2020
1100	2014	5	REP	2012
1171	2014	5	REP	2016
100	2014	6	DEM	2008
200	2014	6	DEM	2012
51250	2014	6	DEM	2020
1565	2014	6	REP	2012
740	2014	6	REP	2016
43100	2014	7	DEM	2020
200	2014	7	REP	2012
902	2014	7	REP	2016
164900	2014	8	DEM	2020
250	2014	8	REP	2012
1222	2014	8	REP	2016
244350	2014	9	DEM	2020
2000	2014	9	REP	2012
844	2014	9	REP	2016
135200	2014	10	DEM	2020
12000	2014	10	REP	2012
1550	2014	10	REP	2016
10080	2014	11	DEM	2008
20160	2014	11	DEM	2012
23073	2014	11	DEM	2020
1008	2014	11	REP	2016
30	2014	12	DEM	2012
30	2014	12	DEM	2016
1000	2014	12	DEM	2020
250	2014	12	REP	2012
1201	2014	12	REP	2016
45	2015	1	DEM	2008
90	2015	1	DEM	2012
3500	2015	1	DEM	2020
25	2015	2	REP	2012
389075	2015	2	REP	2016
52300	2015	3	DEM	2020
500	2015	3	REP	2012
4897568	2015	3	REP	2016
13554652	2015	4	DEM	2016
11600	2015	4	DEM	2020
250	2015	4	REP	2012
3505585	2015	4	REP	2016
14162813	2015	5	DEM	2016
159200	2015	5	DEM	2020
5402133	2015	5	REP	2016
16939495	2015	6	DEM	2016
51206	2015	6	DEM	2020
997645	2015	6	REP	2012
21745749	2015	6	REP	2016
61175	2015	6	REP	2020
8785920	2015	7	DEM	2016
16100	2015	7	DEM	2020
53143	2015	7	REP	2012
